"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","OILPROD","TOT","KTOE","A","1983",1660.6826,
"FRA","OILPROD","TOT","KTOE","A","1984",2064.6054,
"FRA","OILPROD","TOT","KTOE","A","1985",2641.4952,
"FRA","OILPROD","TOT","KTOE","A","1986",2941.4379,
"FRA","OILPROD","TOT","KTOE","A","1987",3235.3817,
"FRA","OILPROD","TOT","KTOE","A","1988",3354.3589,
"FRA","OILPROD","TOT","KTOE","A","1989",3243.3801,
"FRA","OILPROD","TOT","KTOE","A","1990",3023.4222,
"FRA","OILPROD","TOT","KTOE","A","1991",2951.4359,
"FRA","OILPROD","TOT","KTOE","A","1992",2865.4524,
"FRA","OILPROD","TOT","KTOE","A","1993",2751.4742,
"FRA","OILPROD","TOT","KTOE","A","1994",2768.4709,
"FRA","OILPROD","TOT","KTOE","A","1995",2502.5217,
"FRA","OILPROD","TOT","KTOE","A","1996",2106.5974,
"FRA","OILPROD","TOT","KTOE","A","1997",1779.6599,
"FRA","OILPROD","TOT","KTOE","A","1998",1708.6734,
"FRA","OILPROD","TOT","KTOE","A","1999",1538.7059,
"FRA","OILPROD","TOT","KTOE","A","2000",1416.7292,
"FRA","OILPROD","TOT","KTOE","A","2001",1381.7359,
"FRA","OILPROD","TOT","KTOE","A","2002",1316.5911,
"FRA","OILPROD","TOT","KTOE","A","2003",1245.5823,
"FRA","OILPROD","TOT","KTOE","A","2004",1162.8159,
"FRA","OILPROD","TOT","KTOE","A","2005",1102.5294,
"FRA","OILPROD","TOT","KTOE","A","2006",1078.006,
"FRA","OILPROD","TOT","KTOE","A","2007",995.2397,
"FRA","OILPROD","TOT","KTOE","A","2008",996.2615,
"FRA","OILPROD","TOT","KTOE","A","2009",918.6042,
"FRA","OILPROD","TOT","KTOE","A","2010",915.5387,
"FRA","OILPROD","TOT","KTOE","A","2011",914.5169,
"FRA","OILPROD","TOT","KTOE","A","2012",824.598,
"FRA","OILPROD","TOT","KTOE","A","2013",810.2927,
"FRA","OILPROD","TOT","KTOE","A","2014",782.7039,
"FRA","OILPROD","TOT","KTOE","A","2015",853.2085,
"FRA","OILPROD","TOT","KTOE","A","2016",832.7724,
"FRA","OILPROD","TOT","KTOE","A","2017",774.5294,
"FRA","OILPROD","TOT","KTOE","A","2018",790.5646,
"FRA","OILPROD","TOT","KTOE","A","2019",740.8098,
"FRA","OILPROD","TOT","KTOE","A","2020",663.8432,
"FRA","OILPROD","TOT","KTOE","A","2021",659.6007,
"DEU","OILPROD","TOT","KTOE","A","1960",,"L"
"DEU","OILPROD","TOT","KTOE","A","1961",,"L"
"DEU","OILPROD","TOT","KTOE","A","1962",,"L"
"DEU","OILPROD","TOT","KTOE","A","1963",,"L"
"DEU","OILPROD","TOT","KTOE","A","1964",,"L"
"DEU","OILPROD","TOT","KTOE","A","1965",,"L"
"DEU","OILPROD","TOT","KTOE","A","1966",,"L"
"DEU","OILPROD","TOT","KTOE","A","1967",,"L"
"DEU","OILPROD","TOT","KTOE","A","1968",,"L"
"DEU","OILPROD","TOT","KTOE","A","1969",,"L"
"DEU","OILPROD","TOT","KTOE","A","1970",,"L"
"DEU","OILPROD","TOT","KTOE","A","1971",7723.8238,
"DEU","OILPROD","TOT","KTOE","A","1972",7362.3917,
"DEU","OILPROD","TOT","KTOE","A","1973",6854.9574,
"DEU","OILPROD","TOT","KTOE","A","1974",6388.3629,
"DEU","OILPROD","TOT","KTOE","A","1975",5930.9574,
"DEU","OILPROD","TOT","KTOE","A","1976",5694.0866,
"DEU","OILPROD","TOT","KTOE","A","1977",5580.7562,
"DEU","OILPROD","TOT","KTOE","A","1978",5237.7021,
"DEU","OILPROD","TOT","KTOE","A","1979",4899.7529,
"DEU","OILPROD","TOT","KTOE","A","1980",4764.9816,
"DEU","OILPROD","TOT","KTOE","A","1981",4589.3705,
"DEU","OILPROD","TOT","KTOE","A","1982",4382.1086,
"DEU","OILPROD","TOT","KTOE","A","1983",4232.0224,
"DEU","OILPROD","TOT","KTOE","A","1984",4156.4688,
"DEU","OILPROD","TOT","KTOE","A","1985",4222.8335,
"DEU","OILPROD","TOT","KTOE","A","1986",4153.4058,
"DEU","OILPROD","TOT","KTOE","A","1987",3846.0865,
"DEU","OILPROD","TOT","KTOE","A","1988",4069.6843,
"DEU","OILPROD","TOT","KTOE","A","1989",3917.5561,
"DEU","OILPROD","TOT","KTOE","A","1990",3724.5881,
"DEU","OILPROD","TOT","KTOE","A","1991",3476.4865,
"DEU","OILPROD","TOT","KTOE","A","1992",3347.8411,
"DEU","OILPROD","TOT","KTOE","A","1993",3128.3273,
"DEU","OILPROD","TOT","KTOE","A","1994",2999.682,
"DEU","OILPROD","TOT","KTOE","A","1995",2987.4301,
"DEU","OILPROD","TOT","KTOE","A","1996",2934.3383,
"DEU","OILPROD","TOT","KTOE","A","1997",2862.8687,
"DEU","OILPROD","TOT","KTOE","A","1998",2995.598,
"DEU","OILPROD","TOT","KTOE","A","1999",2803.651,
"DEU","OILPROD","TOT","KTOE","A","2000",3232.4688,
"DEU","OILPROD","TOT","KTOE","A","2001",3346.8201,
"DEU","OILPROD","TOT","KTOE","A","2002",3582.6699,
"DEU","OILPROD","TOT","KTOE","A","2003",3767.4699,
"DEU","OILPROD","TOT","KTOE","A","2004",3553.7354,
"DEU","OILPROD","TOT","KTOE","A","2005",3560.6186,
"DEU","OILPROD","TOT","KTOE","A","2006",3469.0537,
"DEU","OILPROD","TOT","KTOE","A","2007",3443.7647,
"DEU","OILPROD","TOT","KTOE","A","2008",3100.6328,
"DEU","OILPROD","TOT","KTOE","A","2009",2813.4854,
"DEU","OILPROD","TOT","KTOE","A","2010",2523.8232,
"DEU","OILPROD","TOT","KTOE","A","2011",2671.6116,
"DEU","OILPROD","TOT","KTOE","A","2012",2645.6898,
"DEU","OILPROD","TOT","KTOE","A","2013",2682.905,
"DEU","OILPROD","TOT","KTOE","A","2014",2473.1523,
"DEU","OILPROD","TOT","KTOE","A","2015",2450.7278,
"DEU","OILPROD","TOT","KTOE","A","2016",2392.8605,
"DEU","OILPROD","TOT","KTOE","A","2017",2250.7305,
"DEU","OILPROD","TOT","KTOE","A","2018",2101.494,
"DEU","OILPROD","TOT","KTOE","A","2019",1956.3183,
"DEU","OILPROD","TOT","KTOE","A","2020",1936.014,
"DEU","OILPROD","TOT","KTOE","A","2021",1839.5686,
"GRC","OILPROD","TOT","KTOE","A","1960",,"L"
"GRC","OILPROD","TOT","KTOE","A","1961",,"L"
"GRC","OILPROD","TOT","KTOE","A","1962",,"L"
"GRC","OILPROD","TOT","KTOE","A","1963",,"L"
"GRC","OILPROD","TOT","KTOE","A","1964",,"L"
"GRC","OILPROD","TOT","KTOE","A","1965",,"L"
"GRC","OILPROD","TOT","KTOE","A","1966",,"L"
"GRC","OILPROD","TOT","KTOE","A","1967",,"L"
"GRC","OILPROD","TOT","KTOE","A","1968",,"L"
"GRC","OILPROD","TOT","KTOE","A","1969",,"L"
"GRC","OILPROD","TOT","KTOE","A","1970",,"L"
"GRC","OILPROD","TOT","KTOE","A","1971",0,
"GRC","OILPROD","TOT","KTOE","A","1972",0,
"GRC","OILPROD","TOT","KTOE","A","1973",0,
"GRC","OILPROD","TOT","KTOE","A","1974",0,
"GRC","OILPROD","TOT","KTOE","A","1975",0,
"GRC","OILPROD","TOT","KTOE","A","1976",0,
"GRC","OILPROD","TOT","KTOE","A","1977",0,
"GRC","OILPROD","TOT","KTOE","A","1978",0,
"GRC","OILPROD","TOT","KTOE","A","1979",0,
"GRC","OILPROD","TOT","KTOE","A","1980",0,
"GRC","OILPROD","TOT","KTOE","A","1981",196.4962,
"GRC","OILPROD","TOT","KTOE","A","1982",988.4963,
"GRC","OILPROD","TOT","KTOE","A","1983",1178.9774,
"GRC","OILPROD","TOT","KTOE","A","1984",1254.1672,
"GRC","OILPROD","TOT","KTOE","A","1985",1253.1647,
"GRC","OILPROD","TOT","KTOE","A","1986",1256.1723,
"GRC","OILPROD","TOT","KTOE","A","1987",1151.909,
"GRC","OILPROD","TOT","KTOE","A","1988",1052.6584,
"GRC","OILPROD","TOT","KTOE","A","1989",853.1545,
"GRC","OILPROD","TOT","KTOE","A","1990",774.9571,
"GRC","OILPROD","TOT","KTOE","A","1991",719.0853,
"GRC","OILPROD","TOT","KTOE","A","1992",595.1365,
"GRC","OILPROD","TOT","KTOE","A","1993",489.4154,
"GRC","OILPROD","TOT","KTOE","A","1994",455.6941,
"GRC","OILPROD","TOT","KTOE","A","1995",396.4539,
"GRC","OILPROD","TOT","KTOE","A","1996",440.2005,
"GRC","OILPROD","TOT","KTOE","A","1997",397.3652,
"GRC","OILPROD","TOT","KTOE","A","1998",267.0367,
"GRC","OILPROD","TOT","KTOE","A","1999",13.6708,
"GRC","OILPROD","TOT","KTOE","A","2000",233.3154,
"GRC","OILPROD","TOT","KTOE","A","2001",155.8474,
"GRC","OILPROD","TOT","KTOE","A","2002",150.379,
"GRC","OILPROD","TOT","KTOE","A","2003",109.3666,
"GRC","OILPROD","TOT","KTOE","A","2004",107.5438,
"GRC","OILPROD","TOT","KTOE","A","2005",81.1135,
"GRC","OILPROD","TOT","KTOE","A","2006",75.6452,
"GRC","OILPROD","TOT","KTOE","A","2007",67.4427,
"GRC","OILPROD","TOT","KTOE","A","2008",53.7719,
"GRC","OILPROD","TOT","KTOE","A","2009",72.9111,
"GRC","OILPROD","TOT","KTOE","A","2010",104.8096,
"GRC","OILPROD","TOT","KTOE","A","2011",89.316,
"GRC","OILPROD","TOT","KTOE","A","2012",85.6705,
"GRC","OILPROD","TOT","KTOE","A","2013",63.7972,
"GRC","OILPROD","TOT","KTOE","A","2014",58.3288,
"GRC","OILPROD","TOT","KTOE","A","2015",56.5061,
"GRC","OILPROD","TOT","KTOE","A","2016",160.4043,
"GRC","OILPROD","TOT","KTOE","A","2017",129.028,
"GRC","OILPROD","TOT","KTOE","A","2018",201.1936,
"GRC","OILPROD","TOT","KTOE","A","2019",164.4204,
"GRC","OILPROD","TOT","KTOE","A","2020",89.2905,
"GRC","OILPROD","TOT","KTOE","A","2021",57.3352,
"HUN","OILPROD","TOT","KTOE","A","1960",,"L"
"HUN","OILPROD","TOT","KTOE","A","1961",,"L"
"HUN","OILPROD","TOT","KTOE","A","1962",,"L"
"HUN","OILPROD","TOT","KTOE","A","1963",,"L"
"HUN","OILPROD","TOT","KTOE","A","1964",,"L"
"HUN","OILPROD","TOT","KTOE","A","1965",,"L"
"HUN","OILPROD","TOT","KTOE","A","1966",,"L"
"HUN","OILPROD","TOT","KTOE","A","1967",,"L"
"HUN","OILPROD","TOT","KTOE","A","1968",,"L"
"HUN","OILPROD","TOT","KTOE","A","1969",,"L"
"HUN","OILPROD","TOT","KTOE","A","1970",,"L"
"HUN","OILPROD","TOT","KTOE","A","1971",1944.4139,
"HUN","OILPROD","TOT","KTOE","A","1972",1965.2895,
"HUN","OILPROD","TOT","KTOE","A","1973",1977.2184,
"HUN","OILPROD","TOT","KTOE","A","1974",1985.171,
"HUN","OILPROD","TOT","KTOE","A","1975",1994.1177,
"HUN","OILPROD","TOT","KTOE","A","1976",2105.4543,
"HUN","OILPROD","TOT","KTOE","A","1977",2178.0219,
"HUN","OILPROD","TOT","KTOE","A","1978",2184.9804,
"HUN","OILPROD","TOT","KTOE","A","1979",2014.9933,
"HUN","OILPROD","TOT","KTOE","A","1980",2018.9696,
"HUN","OILPROD","TOT","KTOE","A","1981",2012.0111,
"HUN","OILPROD","TOT","KTOE","A","1982",2014.9933,
"HUN","OILPROD","TOT","KTOE","A","1983",1992.1296,
"HUN","OILPROD","TOT","KTOE","A","1984",1995.1118,
"HUN","OILPROD","TOT","KTOE","A","1985",1950.3783,
"HUN","OILPROD","TOT","KTOE","A","1986",1943.4198,
"HUN","OILPROD","TOT","KTOE","A","1987",1849.9766,
"HUN","OILPROD","TOT","KTOE","A","1988",1877.8107,
"HUN","OILPROD","TOT","KTOE","A","1989",1866.8493,
"HUN","OILPROD","TOT","KTOE","A","1990",1875.6645,
"HUN","OILPROD","TOT","KTOE","A","1991",1803.1845,
"HUN","OILPROD","TOT","KTOE","A","1992",1732.6634,
"HUN","OILPROD","TOT","KTOE","A","1993",1619.7096,
"HUN","OILPROD","TOT","KTOE","A","1994",1542.3474,
"HUN","OILPROD","TOT","KTOE","A","1995",1633.4193,
"HUN","OILPROD","TOT","KTOE","A","1996",1446.3791,
"HUN","OILPROD","TOT","KTOE","A","1997",1331.8047,
"HUN","OILPROD","TOT","KTOE","A","1998",1233.8779,
"HUN","OILPROD","TOT","KTOE","A","1999",1217.2303,
"HUN","OILPROD","TOT","KTOE","A","2000",1134.155,
"HUN","OILPROD","TOT","KTOE","A","2001",1063.2703,
"HUN","OILPROD","TOT","KTOE","A","2002",1048.2946,
"HUN","OILPROD","TOT","KTOE","A","2003",1113.1986,
"HUN","OILPROD","TOT","KTOE","A","2004",1057.2442,
"HUN","OILPROD","TOT","KTOE","A","2005",930.6105,
"HUN","OILPROD","TOT","KTOE","A","2006",884.561,
"HUN","OILPROD","TOT","KTOE","A","2007",837.2967,
"HUN","OILPROD","TOT","KTOE","A","2008",809.8765,
"HUN","OILPROD","TOT","KTOE","A","2009",789.7153,
"HUN","OILPROD","TOT","KTOE","A","2010",732.8079,
"HUN","OILPROD","TOT","KTOE","A","2011",657.9297,
"HUN","OILPROD","TOT","KTOE","A","2012",647.9459,
"HUN","OILPROD","TOT","KTOE","A","2013",598.0271,
"HUN","OILPROD","TOT","KTOE","A","2014",583.0515,
"HUN","OILPROD","TOT","KTOE","A","2015",621.9882,
"HUN","OILPROD","TOT","KTOE","A","2016",710.8436,
"HUN","OILPROD","TOT","KTOE","A","2017",712.8404,
"HUN","OILPROD","TOT","KTOE","A","2018",806.6877,
"HUN","OILPROD","TOT","KTOE","A","2019",928.4895,
"HUN","OILPROD","TOT","KTOE","A","2020",839.6341,
"HUN","OILPROD","TOT","KTOE","A","2021",879.5691,
"ISL","OILPROD","TOT","KTOE","A","1960",,"L"
"ISL","OILPROD","TOT","KTOE","A","1961",,"L"
"ISL","OILPROD","TOT","KTOE","A","1962",,"L"
"ISL","OILPROD","TOT","KTOE","A","1963",,"L"
"ISL","OILPROD","TOT","KTOE","A","1964",,"L"
"ISL","OILPROD","TOT","KTOE","A","1965",,"L"
"ISL","OILPROD","TOT","KTOE","A","1966",,"L"
"ISL","OILPROD","TOT","KTOE","A","1967",,"L"
"ISL","OILPROD","TOT","KTOE","A","1968",,"L"
"ISL","OILPROD","TOT","KTOE","A","1969",,"L"
"ISL","OILPROD","TOT","KTOE","A","1970",,"L"
"ISL","OILPROD","TOT","KTOE","A","1971",0,
"ISL","OILPROD","TOT","KTOE","A","1972",0,
"ISL","OILPROD","TOT","KTOE","A","1973",0,
"ISL","OILPROD","TOT","KTOE","A","1974",0,
"ISL","OILPROD","TOT","KTOE","A","1975",0,
"ISL","OILPROD","TOT","KTOE","A","1976",0,
"ISL","OILPROD","TOT","KTOE","A","1977",0,
"ISL","OILPROD","TOT","KTOE","A","1978",0,
"ISL","OILPROD","TOT","KTOE","A","1979",0,
"ISL","OILPROD","TOT","KTOE","A","1980",0,
"ISL","OILPROD","TOT","KTOE","A","1981",0,
"ISL","OILPROD","TOT","KTOE","A","1982",0,
"ISL","OILPROD","TOT","KTOE","A","1983",0,
"ISL","OILPROD","TOT","KTOE","A","1984",0,
"ISL","OILPROD","TOT","KTOE","A","1985",0,
"ISL","OILPROD","TOT","KTOE","A","1986",0,
"ISL","OILPROD","TOT","KTOE","A","1987",0,
"ISL","OILPROD","TOT","KTOE","A","1988",0,
"ISL","OILPROD","TOT","KTOE","A","1989",0,
"ISL","OILPROD","TOT","KTOE","A","1990",0,
"ISL","OILPROD","TOT","KTOE","A","1991",0,
"ISL","OILPROD","TOT","KTOE","A","1992",0,
"ISL","OILPROD","TOT","KTOE","A","1993",0,
"ISL","OILPROD","TOT","KTOE","A","1994",0,
"ISL","OILPROD","TOT","KTOE","A","1995",0,
"ISL","OILPROD","TOT","KTOE","A","1996",0,
"ISL","OILPROD","TOT","KTOE","A","1997",0,
"ISL","OILPROD","TOT","KTOE","A","1998",0,
"ISL","OILPROD","TOT","KTOE","A","1999",0,
"ISL","OILPROD","TOT","KTOE","A","2000",0,
"ISL","OILPROD","TOT","KTOE","A","2001",0,
"ISL","OILPROD","TOT","KTOE","A","2002",0,
"ISL","OILPROD","TOT","KTOE","A","2003",0,
"ISL","OILPROD","TOT","KTOE","A","2004",0,
"ISL","OILPROD","TOT","KTOE","A","2005",0,
"ISL","OILPROD","TOT","KTOE","A","2006",0,
"ISL","OILPROD","TOT","KTOE","A","2007",0,
"ISL","OILPROD","TOT","KTOE","A","2008",0,
"ISL","OILPROD","TOT","KTOE","A","2009",0,
"ISL","OILPROD","TOT","KTOE","A","2010",0,
"ISL","OILPROD","TOT","KTOE","A","2011",0,
"ISL","OILPROD","TOT","KTOE","A","2012",0,
"ISL","OILPROD","TOT","KTOE","A","2013",0,
"ISL","OILPROD","TOT","KTOE","A","2014",0,
"ISL","OILPROD","TOT","KTOE","A","2015",0,
"ISL","OILPROD","TOT","KTOE","A","2016",0,
"ISL","OILPROD","TOT","KTOE","A","2017",0,
"ISL","OILPROD","TOT","KTOE","A","2018",0,
"ISL","OILPROD","TOT","KTOE","A","2019",0,
"ISL","OILPROD","TOT","KTOE","A","2020",0,
"ISL","OILPROD","TOT","KTOE","A","2021",0,
"IRL","OILPROD","TOT","KTOE","A","1960",,"L"
"IRL","OILPROD","TOT","KTOE","A","1961",,"L"
"IRL","OILPROD","TOT","KTOE","A","1962",,"L"
"IRL","OILPROD","TOT","KTOE","A","1963",,"L"
"IRL","OILPROD","TOT","KTOE","A","1964",,"L"
"IRL","OILPROD","TOT","KTOE","A","1965",,"L"
"IRL","OILPROD","TOT","KTOE","A","1966",,"L"
"IRL","OILPROD","TOT","KTOE","A","1967",,"L"
"IRL","OILPROD","TOT","KTOE","A","1968",,"L"
"IRL","OILPROD","TOT","KTOE","A","1969",,"L"
"IRL","OILPROD","TOT","KTOE","A","1970",,"L"
"IRL","OILPROD","TOT","KTOE","A","1971",0,
"IRL","OILPROD","TOT","KTOE","A","1972",0,
"IRL","OILPROD","TOT","KTOE","A","1973",0,
"IRL","OILPROD","TOT","KTOE","A","1974",0,
"IRL","OILPROD","TOT","KTOE","A","1975",0,
"IRL","OILPROD","TOT","KTOE","A","1976",0,
"IRL","OILPROD","TOT","KTOE","A","1977",0,
"IRL","OILPROD","TOT","KTOE","A","1978",0,
"IRL","OILPROD","TOT","KTOE","A","1979",0,
"IRL","OILPROD","TOT","KTOE","A","1980",0,
"IRL","OILPROD","TOT","KTOE","A","1981",0,
"IRL","OILPROD","TOT","KTOE","A","1982",0,
"IRL","OILPROD","TOT","KTOE","A","1983",0,
"IRL","OILPROD","TOT","KTOE","A","1984",0,
"IRL","OILPROD","TOT","KTOE","A","1985",0,
"IRL","OILPROD","TOT","KTOE","A","1986",0,
"IRL","OILPROD","TOT","KTOE","A","1987",0,
"IRL","OILPROD","TOT","KTOE","A","1988",0,
"IRL","OILPROD","TOT","KTOE","A","1989",0,
"IRL","OILPROD","TOT","KTOE","A","1990",0,
"IRL","OILPROD","TOT","KTOE","A","1991",0,
"IRL","OILPROD","TOT","KTOE","A","1992",0,
"IRL","OILPROD","TOT","KTOE","A","1993",0,
"IRL","OILPROD","TOT","KTOE","A","1994",0,
"IRL","OILPROD","TOT","KTOE","A","1995",0,
"IRL","OILPROD","TOT","KTOE","A","1996",0,
"IRL","OILPROD","TOT","KTOE","A","1997",0,
"IRL","OILPROD","TOT","KTOE","A","1998",0,
"IRL","OILPROD","TOT","KTOE","A","1999",0,
"IRL","OILPROD","TOT","KTOE","A","2000",0,
"IRL","OILPROD","TOT","KTOE","A","2001",0,
"IRL","OILPROD","TOT","KTOE","A","2002",0,
"IRL","OILPROD","TOT","KTOE","A","2003",0,
"IRL","OILPROD","TOT","KTOE","A","2004",0,
"IRL","OILPROD","TOT","KTOE","A","2005",0,
"IRL","OILPROD","TOT","KTOE","A","2006",0,
"IRL","OILPROD","TOT","KTOE","A","2007",0,
"IRL","OILPROD","TOT","KTOE","A","2008",0,
"IRL","OILPROD","TOT","KTOE","A","2009",0,
"IRL","OILPROD","TOT","KTOE","A","2010",0,
"IRL","OILPROD","TOT","KTOE","A","2011",0,
"IRL","OILPROD","TOT","KTOE","A","2012",0,
"IRL","OILPROD","TOT","KTOE","A","2013",0,
"IRL","OILPROD","TOT","KTOE","A","2014",0,
"IRL","OILPROD","TOT","KTOE","A","2015",0,
"IRL","OILPROD","TOT","KTOE","A","2016",0,
"IRL","OILPROD","TOT","KTOE","A","2017",0,
"IRL","OILPROD","TOT","KTOE","A","2018",0,
"IRL","OILPROD","TOT","KTOE","A","2019",0,
"IRL","OILPROD","TOT","KTOE","A","2020",0,
"IRL","OILPROD","TOT","KTOE","A","2021",0,
"ITA","OILPROD","TOT","KTOE","A","1960",,"L"
"ITA","OILPROD","TOT","KTOE","A","1961",,"L"
"ITA","OILPROD","TOT","KTOE","A","1962",,"L"
"ITA","OILPROD","TOT","KTOE","A","1963",,"L"
"ITA","OILPROD","TOT","KTOE","A","1964",,"L"
"ITA","OILPROD","TOT","KTOE","A","1965",,"L"
"ITA","OILPROD","TOT","KTOE","A","1966",,"L"
"ITA","OILPROD","TOT","KTOE","A","1967",,"L"
"ITA","OILPROD","TOT","KTOE","A","1968",,"L"
"ITA","OILPROD","TOT","KTOE","A","1969",,"L"
"ITA","OILPROD","TOT","KTOE","A","1970",,"L"
"ITA","OILPROD","TOT","KTOE","A","1971",1254.0126,
"ITA","OILPROD","TOT","KTOE","A","1972",1094.411,
"ITA","OILPROD","TOT","KTOE","A","1973",995.61,
"ITA","OILPROD","TOT","KTOE","A","1974",1024.1103,
"ITA","OILPROD","TOT","KTOE","A","1975",1017.4602,
"ITA","OILPROD","TOT","KTOE","A","1976",1046.9105,
"ITA","OILPROD","TOT","KTOE","A","1977",1028.8603,
"ITA","OILPROD","TOT","KTOE","A","1978",1350.9136,
"ITA","OILPROD","TOT","KTOE","A","1979",1555.1656,
"ITA","OILPROD","TOT","KTOE","A","1980",1710.0172,
"ITA","OILPROD","TOT","KTOE","A","1981",1364.2137,
"ITA","OILPROD","TOT","KTOE","A","1982",1640.6665,
"ITA","OILPROD","TOT","KTOE","A","1983",2097.6211,
"ITA","OILPROD","TOT","KTOE","A","1984",2128.0214,
"ITA","OILPROD","TOT","KTOE","A","1985",2234.4225,
"ITA","OILPROD","TOT","KTOE","A","1986",2402.5742,
"ITA","OILPROD","TOT","KTOE","A","1987",3712.6373,
"ITA","OILPROD","TOT","KTOE","A","1988",4570.496,
"ITA","OILPROD","TOT","KTOE","A","1989",4349.1437,
"ITA","OILPROD","TOT","KTOE","A","1990",4408.9943,
"ITA","OILPROD","TOT","KTOE","A","1991",4091.6911,
"ITA","OILPROD","TOT","KTOE","A","1992",4254.237,
"ITA","OILPROD","TOT","KTOE","A","1993",4388.1614,
"ITA","OILPROD","TOT","KTOE","A","1994",4632.2647,
"ITA","OILPROD","TOT","KTOE","A","1995",5207.0049,
"ITA","OILPROD","TOT","KTOE","A","1996",5428.9625,
"ITA","OILPROD","TOT","KTOE","A","1997",5924.8677,
"ITA","OILPROD","TOT","KTOE","A","1998",5598.93,
"ITA","OILPROD","TOT","KTOE","A","1999",4997.045,
"ITA","OILPROD","TOT","KTOE","A","2000",4554.1296,
"ITA","OILPROD","TOT","KTOE","A","2001",4065.2231,
"ITA","OILPROD","TOT","KTOE","A","2002",5536.0576,
"ITA","OILPROD","TOT","KTOE","A","2003",5571.0643,
"ITA","OILPROD","TOT","KTOE","A","2004",5446.0404,
"ITA","OILPROD","TOT","KTOE","A","2005",6109.8323,
"ITA","OILPROD","TOT","KTOE","A","2006",5767.8977,
"ITA","OILPROD","TOT","KTOE","A","2007",5858.8803,
"ITA","OILPROD","TOT","KTOE","A","2008",5219.0026,
"ITA","OILPROD","TOT","KTOE","A","2009",4550.1304,
"ITA","OILPROD","TOT","KTOE","A","2010",5079.0293,
"ITA","OILPROD","TOT","KTOE","A","2011",5282.9904,
"ITA","OILPROD","TOT","KTOE","A","2012",5395.9688,
"ITA","OILPROD","TOT","KTOE","A","2013",5500.9487,
"ITA","OILPROD","TOT","KTOE","A","2014",5763.8984,
"ITA","OILPROD","TOT","KTOE","A","2015",5470,
"ITA","OILPROD","TOT","KTOE","A","2016",3746,
"ITA","OILPROD","TOT","KTOE","A","2017",4138,
"ITA","OILPROD","TOT","KTOE","A","2018",4684.199,
"ITA","OILPROD","TOT","KTOE","A","2019",4278.553,
"ITA","OILPROD","TOT","KTOE","A","2020",5383.941,
"ITA","OILPROD","TOT","KTOE","A","2021",4830.767,
"JPN","OILPROD","TOT","KTOE","A","1960",,"L"
"JPN","OILPROD","TOT","KTOE","A","1961",,"L"
"JPN","OILPROD","TOT","KTOE","A","1962",,"L"
"JPN","OILPROD","TOT","KTOE","A","1963",,"L"
"JPN","OILPROD","TOT","KTOE","A","1964",,"L"
"JPN","OILPROD","TOT","KTOE","A","1965",,"L"
"JPN","OILPROD","TOT","KTOE","A","1966",,"L"
"JPN","OILPROD","TOT","KTOE","A","1967",,"L"
"JPN","OILPROD","TOT","KTOE","A","1968",,"L"
"JPN","OILPROD","TOT","KTOE","A","1969",,"L"
"JPN","OILPROD","TOT","KTOE","A","1970",,"L"
"JPN","OILPROD","TOT","KTOE","A","1971",763.3515,
"JPN","OILPROD","TOT","KTOE","A","1972",722.7477,
"JPN","OILPROD","TOT","KTOE","A","1973",709.5514,
"JPN","OILPROD","TOT","KTOE","A","1974",681.1288,
"JPN","OILPROD","TOT","KTOE","A","1975",612.1023,
"JPN","OILPROD","TOT","KTOE","A","1976",584.6948,
"JPN","OILPROD","TOT","KTOE","A","1977",597.891,
"JPN","OILPROD","TOT","KTOE","A","1978",547.1362,
"JPN","OILPROD","TOT","KTOE","A","1979",487.2456,
"JPN","OILPROD","TOT","KTOE","A","1980",436.4909,
"JPN","OILPROD","TOT","KTOE","A","1981",394.872,
"JPN","OILPROD","TOT","KTOE","A","1982",211.1398,
"JPN","OILPROD","TOT","KTOE","A","1983",210.1247,
"JPN","OILPROD","TOT","KTOE","A","1984",212.1549,
"JPN","OILPROD","TOT","KTOE","A","1985",347.1625,
"JPN","OILPROD","TOT","KTOE","A","1986",463.8984,
"JPN","OILPROD","TOT","KTOE","A","1987",441.5664,
"JPN","OILPROD","TOT","KTOE","A","1988",419.2343,
"JPN","OILPROD","TOT","KTOE","A","1989",368.4795,
"JPN","OILPROD","TOT","KTOE","A","1990",362.4494,
"JPN","OILPROD","TOT","KTOE","A","1991",574.1142,
"JPN","OILPROD","TOT","KTOE","A","1992",616.9455,
"JPN","OILPROD","TOT","KTOE","A","1993",565.7404,
"JPN","OILPROD","TOT","KTOE","A","1994",537.0937,
"JPN","OILPROD","TOT","KTOE","A","1995",535.9227,
"JPN","OILPROD","TOT","KTOE","A","1996",517.4512,
"JPN","OILPROD","TOT","KTOE","A","1997",494.7249,
"JPN","OILPROD","TOT","KTOE","A","1998",427.7744,
"JPN","OILPROD","TOT","KTOE","A","1999",367.2367,
"JPN","OILPROD","TOT","KTOE","A","2000",331.3961,
"JPN","OILPROD","TOT","KTOE","A","2001",286.8069,
"JPN","OILPROD","TOT","KTOE","A","2002",253.1859,
"JPN","OILPROD","TOT","KTOE","A","2003",294.8298,
"JPN","OILPROD","TOT","KTOE","A","2004",293.7623,
"JPN","OILPROD","TOT","KTOE","A","2005",317.467,
"JPN","OILPROD","TOT","KTOE","A","2006",282.1254,
"JPN","OILPROD","TOT","KTOE","A","2007",286.788,
